Bandstructure_0@SSeW1_p3m1_Symmetrized_results.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -4.040761e+00                                                  |
| Indirect band gap =  1.229037e+00                                            |
| Direct band gap =  1.661314e+00                                              |
| Conduction band edge =  6.158692e-01                                         |
| Valence band edge = -6.131681e-01                                            |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| M  [0  , 1/2, 0  ]  [0.9660, 0.5577, 0.0000]  x = 3.6603e-01                 |
| K  [1/3, 1/3, 0  ]  [1.2880, 0.0000, 0.0000]  x = 5.7735e-01                 |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
0.0000e+00  -1.6064e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
3.6603e-03  -1.6064e+01   [0.0000e+00, 5.0000e-03, 0.0000e+00]
7.3205e-03  -1.6063e+01   [0.0000e+00, 1.0000e-02, 0.0000e+00]
1.0981e-02  -1.6061e+01   [0.0000e+00, 1.5000e-02, 0.0000e+00]
1.4641e-02  -1.6059e+01   [0.0000e+00, 2.0000e-02, 0.0000e+00]
1.8301e-02  -1.6055e+01   [0.0000e+00, 2.5000e-02, 0.0000e+00]
2.1962e-02  -1.6051e+01   [0.0000e+00, 3.0000e-02, 0.0000e+00]
2.5622e-02  -1.6047e+01   [0.0000e+00, 3.5000e-02, 0.0000e+00]
2.9282e-02  -1.6041e+01   [0.0000e+00, 4.0000e-02, 0.0000e+00]
3.2942e-02  -1.6035e+01   [0.0000e+00, 4.5000e-02, 0.0000e+00]
3.6603e-02  -1.6029e+01   [0.0000e+00, 5.0000e-02, 0.0000e+00]
4.0263e-02  -1.6021e+01   [0.0000e+00, 5.5000e-02, 0.0000e+00]
