Bandstructure_0@STaTe2_p3m1_Symmetrized_results.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.425839e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| M  [0  , 1/2, 0  ]  [0.8878, 0.5125, 0.0000]  x = 3.6603e-01                 |
| K  [1/3, 1/3, 0  ]  [1.1837, 0.0000, 0.0000]  x = 5.7735e-01                 |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
0.0000e+00  -1.4527e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
3.6603e-03  -1.4527e+01   [0.0000e+00, 5.0000e-03, 0.0000e+00]
7.3205e-03  -1.4526e+01   [0.0000e+00, 1.0000e-02, 0.0000e+00]
1.0981e-02  -1.4525e+01   [0.0000e+00, 1.5000e-02, 0.0000e+00]
1.4641e-02  -1.4523e+01   [0.0000e+00, 2.0000e-02, 0.0000e+00]
1.8301e-02  -1.4521e+01   [0.0000e+00, 2.5000e-02, 0.0000e+00]
2.1962e-02  -1.4518e+01   [0.0000e+00, 3.0000e-02, 0.0000e+00]
2.5622e-02  -1.4514e+01   [0.0000e+00, 3.5000e-02, 0.0000e+00]
2.9282e-02  -1.4510e+01   [0.0000e+00, 4.0000e-02, 0.0000e+00]
3.2942e-02  -1.4506e+01   [0.0000e+00, 4.5000e-02, 0.0000e+00]
3.6603e-02  -1.4501e+01   [0.0000e+00, 5.0000e-02, 0.0000e+00]
4.0263e-02  -1.4495e+01   [0.0000e+00, 5.5000e-02, 0.0000e+00]
4.3923e-02  -1.4489e+01   [0.0000e+00, 6.0000e-02, 0.0000e+00]
4.7583e-02  -1.4483e+01   [0.0000e+00, 6.5000e-02, 0.0000e+00]
5.1244e-02  -1.4476e+01   [0.0000e+00, 7.0000e-02, 0.0000e+00]
5.4904e-02  -1.4469e+01   [0.0000e+00, 7.5000e-02, 0.0000e+00]
5.8564e-02  -1.4461e+01   [0.0000e+00, 8.0000e-02, 0.0000e+00]
6.2224e-02  -1.4452e+01   [0.0000e+00, 8.5000e-02, 0.0000e+00]
6.5885e-02  -1.4443e+01   [0.0000e+00, 9.0000e-02, 0.0000e+00]
6.9545e-02  -1.4434e+01   [0.0000e+00, 9.5000e-02, 0.0000e+00]
7.3205e-02  -1.4424e+01   [0.0000e+00, 1.0000e-01, 0.0000e+00]
7.6865e-02  -1.4414e+01   [0.0000e+00, 1.0500e-01, 0.0000e+00]
8.0526e-02  -1.4403e+01   [0.0000e+00, 1.1000e-01, 0.0000e+00]
8.4186e-02  -1.4392e+01   [0.0000e+00, 1.1500e-01, 0.0000e+00]
8.7846e-02  -1.4380e+01   [0.0000e+00, 1.2000e-01, 0.0000e+00]
9.1506e-02  -1.4368e+01   [0.0000e+00, 1.2500e-01, 0.0000e+00]
9.5167e-02  -1.4356e+01   [0.0000e+00, 1.3000e-01, 0.0000e+00]
9.8827e-02  -1.4343e+01   [0.0000e+00, 1.3500e-01, 0.0000e+00]
1.0249e-01  -1.4330e+01   [0.0000e+00, 1.4000e-01, 0.0000e+00]
1.0615e-01  -1.4316e+01   [0.0000e+00, 1.4500e-01, 0.0000e+00]
1.0981e-01  -1.4302e+01   [0.0000e+00, 1.5000e-01, 0.0000e+00]
1.1347e-01  -1.4288e+01   [0.0000e+00, 1.5500e-01, 0.0000e+00]
1.1713e-01  -1.4273e+01   [0.0000e+00, 1.6000e-01, 0.0000e+00]
